,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,boyband
418,S.O.S. - Live,jonas,0.485,0.886,7,-6.169,1,0.146,0.048,0.0,0.905,0.448,136.989,175120,4,True
419,What I Go to School For,jonas,0.624,0.825,9,-3.626,1,0.0418,0.124,0.0,0.089,0.777,107.114,213813,4,True
420,Time for Me to Fly,jonas,0.303,0.896,7,-2.937,1,0.0572,0.017,0.0,0.11,0.502,202.16,185827,4,True
421,One Day At a Time,jonas,0.463,0.693,2,-4.509,1,0.0372,0.0569,0.0,0.0877,0.341,145.858,234747,4,True
422,You Just Don't Know It,jonas,0.44,0.745,4,-3.888,1,0.032,0.0165,0.0,0.1,0.403,149.962,217280,4,True
423,Underdog,jonas,0.396,0.947,9,-2.962,1,0.0937,0.0002,2.88e-06,0.178,0.462,158.988,195320,4,True
424,7:05,jonas,0.498,0.873,8,-3.962,1,0.049,0.000491,0.0,0.11,0.428,107.049,227227,4,True
425,Who's In Your Head,jonas,0.704,0.778,5,-5.331,1,0.0971,0.00447,0.0,0.0731,0.821,101.025,183537,4,True
426,Remember This,jonas,0.669,0.629,1,-5.018,0,0.0803,0.217,0.0,0.366,0.294,110.865,178222,4,True
427,Leave Before You Love Me (with Jonas Brothers),jonas,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,4,True
428,I Need You Christmas,jonas,0.359,0.497,0,-6.244,1,0.0288,0.637,0.0,0.105,0.169,99.186,206067,3,True
429,X (with KAROL G),jonas,0.715,0.827,4,-5.09,0,0.0617,0.0485,3.61e-05,0.321,0.75,117.977,185277,4,True
430,Five More Minutes,jonas,0.836,0.304,4,-7.948,1,0.0666,0.305,0.0,0.0979,0.688,94.037,150367,4,True
431,What A Man Gotta Do,jonas,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4,True
432,Like It's Christmas,jonas,0.725,0.571,1,-6.007,1,0.102,0.0183,0.0,0.0519,0.61,146.035,200880,4,True
433,"Greenlight - From ""Songland""",jonas,0.741,0.546,5,-9.122,0,0.0713,0.0369,0.0,0.0733,0.689,141.978,180400,4,True
434,First Time,jonas,0.62,0.648,11,-5.444,1,0.0333,0.000824,0.00396,0.103,0.251,126.285,228453,4,True
435,Pom Poms,jonas,0.677,0.977,1,-2.198,0,0.0902,0.0663,0.0,0.281,0.902,148.006,198053,4,True
436,Pom Poms - French Version,jonas,0.671,0.98,1,-1.908,0,0.101,0.0773,0.0,0.279,0.924,147.978,197387,4,True
437,Hello Beautiful - Live,jonas,0.31,0.323,4,-16.161,1,0.0422,0.828,0.00015,0.828,0.343,86.48,194253,4,True
438,Hey Angel,one_direction,0.523,0.883,8,-2.956,1,0.0365,0.0202,0.0,0.116,0.35,92.215,240000,4,True
439,Drag Me Down,one_direction,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,4,True
440,Perfect,one_direction,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,4,True
441,Infinity,one_direction,0.537,0.705,4,-6.073,1,0.0337,0.0687,0.0,0.0842,0.32,131.965,249480,4,True
442,End of the Day,one_direction,0.502,0.594,11,-5.031,1,0.0365,0.0256,0.0,0.0834,0.349,153.687,194973,5,True
443,If I Could Fly,one_direction,0.565,0.245,5,-9.132,1,0.0262,0.781,0.0,0.0998,0.307,75.055,230320,4,True
444,Long Way Down,one_direction,0.633,0.565,0,-5.179,1,0.0242,0.0772,2.31e-05,0.168,0.539,145.001,192160,4,True
445,Never Enough,one_direction,0.579,0.779,4,-1.829,0,0.0512,0.0379,0.0,0.385,0.587,164.145,213440,3,True
446,Olivia,one_direction,0.64,0.681,6,-5.362,1,0.0334,0.0438,0.0,0.166,0.676,118.062,177973,4,True
447,What a Feeling,one_direction,0.678,0.869,0,-4.345,0,0.0461,0.149,0.0,0.0593,0.882,123.964,200533,4,True
448,Love You Goodbye,one_direction,0.546,0.657,1,-4.787,1,0.0332,0.0928,0.0,0.119,0.361,133.188,196933,4,True
449,I Want to Write You a Song,one_direction,0.714,0.443,5,-7.638,1,0.0256,0.779,0.000109,0.144,0.463,106.038,179013,4,True
450,History,one_direction,0.655,0.699,11,-4.421,1,0.0493,0.0352,0.0,0.064,0.802,86.704,187427,4,True
451,Temporary Fix,one_direction,0.556,0.902,4,-5.143,1,0.0449,9.17e-05,0.0,0.0888,0.96,145.914,175013,4,True
452,Walking in the Wind,one_direction,0.687,0.447,8,-6.586,1,0.0486,0.0829,0.0,0.0878,0.501,114.578,202640,4,True
453,Wolves,one_direction,0.627,0.818,5,-4.243,1,0.057,0.114,0.0,0.0504,0.527,123.456,241533,4,True
454,A.M.,one_direction,0.586,0.527,3,-4.905,1,0.0309,0.227,0.0,0.0963,0.506,141.839,209040,4,True
455,Steal My Girl,one_direction,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133,4,True
456,Ready to Run,one_direction,0.524,0.831,2,-4.174,1,0.036,0.00229,0.0,0.171,0.299,115.067,196053,4,True
457,Where Do Broken Hearts Go,one_direction,0.565,0.862,4,-3.715,1,0.0326,0.0014,0.0,0.105,0.647,122.994,229040,4,True
458,18,one_direction,0.681,0.582,6,-7.76,0,0.0313,0.22,0.0,0.119,0.221,124.038,248360,4,True
459,Girl Almighty,one_direction,0.508,0.895,9,-3.745,1,0.0414,0.0424,0.0,0.198,0.495,168.941,201853,4,True
460,Fool's Gold,one_direction,0.515,0.773,6,-4.848,1,0.0479,0.23,1.29e-06,0.0938,0.379,128.001,210893,4,True
461,Night Changes,one_direction,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4,True
462,No Control,one_direction,0.558,0.916,1,-3.145,0,0.0839,0.0278,0.0,0.0296,0.85,142.984,199720,4,True
463,Fireproof,one_direction,0.681,0.864,3,-3.276,1,0.0301,0.00477,0.0,0.122,0.921,132.929,174080,4,True
464,Spaces,one_direction,0.425,0.668,9,-7.542,1,0.0474,0.231,0.0,0.0681,0.351,149.924,256707,4,True
465,Stockholm Syndrome,one_direction,0.678,0.933,2,-4.959,1,0.14,0.0734,0.0,0.0863,0.336,120.572,214720,4,True
466,Clouds,one_direction,0.395,0.906,0,-4.683,1,0.0866,0.0183,0.0,0.382,0.196,147.864,231707,4,True
467,Change Your Ticket,one_direction,0.59,0.944,10,-4.323,1,0.0499,0.00154,0.0,0.322,0.596,103.991,266600,4,True
468,Illusion,one_direction,0.562,0.703,1,-5.457,1,0.0361,0.00205,0.0,0.15,0.538,122.986,194200,4,True
469,Once in a Lifetime,one_direction,0.554,0.335,5,-5.513,1,0.0281,0.618,0.0,0.0927,0.298,133.709,158320,4,True
470,Act My Age,one_direction,0.495,0.883,6,-4.722,1,0.0402,0.00287,2.26e-05,0.0978,0.642,135.899,198653,4,True
471,Best Song Ever,one_direction,0.654,0.877,1,-2.988,1,0.045,0.025,0.0,0.0699,0.561,118.499,202440,4,True
472,Story of My Life,one_direction,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4,True
473,Diana,one_direction,0.549,0.868,2,-4.319,1,0.0614,0.0604,0.0,0.137,0.755,171.96,184667,4,True
474,Midnight Memories,one_direction,0.438,0.86,6,-2.011,0,0.0897,0.00621,0.0,0.531,0.609,155.615,175213,4,True
475,You & I,one_direction,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993,237933,4,True
476,Don't Forget Where You Belong,one_direction,0.54,0.711,7,-5.717,1,0.0255,0.103,0.0,0.0827,0.292,92.014,241000,4,True
477,Strong,one_direction,0.741,0.663,0,-7.308,1,0.0434,0.0608,0.0,0.0931,0.338,115.013,184373,4,True
478,Happily,one_direction,0.623,0.89,9,-4.783,1,0.0394,0.0426,0.0,0.153,0.824,117.0,175480,4,True
479,Right Now,one_direction,0.645,0.78,8,-5.165,1,0.0319,0.218,0.0,0.0919,0.372,120.008,200400,4,True
480,Little Black Dress,one_direction,0.63,0.881,4,-3.506,1,0.0433,0.000467,0.0,0.0405,0.54,121.468,157653,4,True
481,Through the Dark,one_direction,0.568,0.691,9,-5.225,1,0.0306,0.188,0.0,0.0861,0.396,131.007,221733,4,True
482,Something Great,one_direction,0.547,0.649,2,-5.039,1,0.0298,0.00793,0.0,0.201,0.361,114.019,236520,4,True
483,Little White Lies,one_direction,0.591,0.899,0,-3.768,1,0.0536,0.00726,0.0,0.393,0.446,139.547,197920,4,True
484,Better Than Words,one_direction,0.627,0.839,11,-5.589,0,0.0508,0.114,0.0,0.534,0.79,157.993,208667,4,True
485,Why Don't We Go There,one_direction,0.523,0.939,8,-3.311,1,0.0454,0.000754,0.0,0.0406,0.788,160.019,174360,4,True
486,Does He Know?,one_direction,0.675,0.874,3,-4.268,1,0.0494,0.085,0.0,0.0573,0.673,139.021,179413,4,True
487,Alive,one_direction,0.6,0.895,1,-5.807,1,0.0468,0.001,0.0,0.145,0.383,129.987,161333,4,True
488,Half a Heart,one_direction,0.515,0.714,0,-4.516,1,0.0348,0.286,0.0,0.118,0.495,155.954,188547,4,True
489,Live While We're Young,one_direction,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039,200213,4,True
490,Kiss You,one_direction,0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014,182867,4,True
491,Little Things,one_direction,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,219040,4,True
492,"C'mon, C'mon",one_direction,0.638,0.942,5,-4.163,0,0.0857,0.015,0.0,0.31,0.745,142.896,164680,4,True
493,Last First Kiss,one_direction,0.538,0.819,4,-2.662,1,0.0435,0.0445,0.0,0.215,0.478,82.085,203547,4,True
494,Heart Attack,one_direction,0.44,0.824,9,-4.859,1,0.073,0.0164,0.0,0.0955,0.652,99.039,176120,4,True
495,Rock Me,one_direction,0.506,0.909,8,-3.629,1,0.0528,0.0261,0.0,0.155,0.814,168.021,200267,4,True
496,Change My Mind,one_direction,0.599,0.595,2,-5.316,1,0.0281,0.0634,0.0,0.103,0.474,117.031,212893,4,True
497,I Would,one_direction,0.72,0.725,4,-5.996,1,0.0463,0.00603,0.0,0.24,0.679,126.471,200920,4,True
498,Over Again,one_direction,0.373,0.575,2,-6.862,1,0.0915,0.302,0.0,0.125,0.5,72.595,182040,4,True
499,Back For You,one_direction,0.569,0.911,2,-2.705,1,0.0772,0.0194,0.0,0.0925,0.51,160.054,178440,4,True
500,They Don't Know About Us,one_direction,0.514,0.727,0,-6.131,1,0.0492,0.126,0.0,0.0978,0.37,147.917,200400,4,True
501,Summer Love,one_direction,0.495,0.585,9,-5.49,1,0.0311,0.329,0.0,0.406,0.318,121.998,208040,4,True
502,She's Not Afraid,one_direction,0.489,0.917,8,-4.097,1,0.132,0.00891,0.0,0.184,0.772,167.57,190560,4,True
503,Loved You First,one_direction,0.697,0.894,2,-4.891,1,0.0599,0.0543,0.0,0.631,0.795,124.016,184307,4,True
504,Nobody Compares,one_direction,0.658,0.801,11,-4.124,1,0.0334,0.00727,0.0,0.0448,0.879,124.008,211627,4,True
505,Still The One,one_direction,0.614,0.984,1,-2.419,0,0.0773,0.0118,0.0,0.65,0.776,142.002,182133,4,True
506,Truly Madly Deeply,one_direction,0.672,0.388,0,-8.009,1,0.0315,0.54,0.0,0.223,0.552,113.051,180067,4,True
507,Magic,one_direction,0.643,0.852,11,-3.763,1,0.0427,0.0112,0.0,0.0749,0.863,134.024,184000,4,True
508,Irresistible,one_direction,0.536,0.488,7,-8.938,1,0.0244,0.0346,0.0,0.113,0.263,87.986,236853,4,True
509,What Makes You Beautiful,one_direction,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4,True
510,Gotta Be You,one_direction,0.495,0.583,8,-4.531,1,0.0249,0.374,0.0,0.0781,0.603,84.969,244507,4,True
511,One Thing,one_direction,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,197600,4,True
512,More Than This,one_direction,0.498,0.715,0,-4.446,1,0.0315,0.0607,0.0,0.274,0.225,151.809,229107,4,True
513,Up All Night,one_direction,0.606,0.929,0,-2.182,1,0.055,0.023,0.0,0.101,0.622,139.022,194693,4,True
514,I Wish,one_direction,0.62,0.872,7,-3.123,1,0.0347,0.00914,0.0,0.111,0.299,124.044,216947,4,True
515,Tell Me a Lie,one_direction,0.561,0.898,7,-4.722,1,0.056,0.000165,1.86e-05,0.327,0.638,133.965,198053,4,True
516,Taken,one_direction,0.507,0.868,2,-5.204,1,0.0305,0.00387,0.0,0.413,0.684,95.035,237707,4,True
517,I Want,one_direction,0.674,0.814,7,-2.814,1,0.0391,0.0182,0.0,0.079,0.491,128.092,173587,4,True
518,Everything About You,one_direction,0.644,0.799,7,-3.575,1,0.0366,0.0136,0.0,0.0811,0.79,130.051,217453,4,True
519,Same Mistakes,one_direction,0.374,0.659,8,-5.472,1,0.0281,0.00455,0.0,0.242,0.168,179.961,218707,4,True
520,Save You Tonight,one_direction,0.602,0.871,2,-4.208,0,0.0622,0.00528,0.0,0.288,0.495,128.057,205920,4,True
521,Stole My Heart,one_direction,0.681,0.889,7,-4.339,1,0.0396,0.0815,0.0,0.319,0.634,126.909,205560,4,True
522,Stand Up,one_direction,0.584,0.9,4,-3.637,1,0.0611,0.00646,0.0,0.267,0.893,125.007,175093,4,True
523,Moments,one_direction,0.474,0.739,2,-4.937,1,0.0451,0.0283,0.0,0.299,0.253,149.894,262640,4,True
524,Another World,one_direction,0.54,0.86,8,-2.424,1,0.0508,0.000478,0.0,0.214,0.585,127.927,203707,4,True
525,Na Na Na,one_direction,0.582,0.903,11,-2.155,1,0.0576,0.0191,0.0,0.374,0.639,144.973,185653,4,True
526,I Should Have Kissed You,one_direction,0.495,0.966,3,-2.284,1,0.114,0.017,0.0,0.606,0.553,139.931,215933,4,True
527,Story of My Life - Live X Factor Performance,one_direction,0.45,0.807,3,-5.148,1,0.0691,0.112,0.0,0.927,0.185,120.952,258707,4,True
528,"Rock Me - Live Version from The Motion Picture ""One Direction: This Is Us""",one_direction,0.507,0.889,8,-5.652,1,0.0468,0.00104,0.0,0.931,0.493,83.992,255320,4,True
529,"C'mon, C'mon - Live Version from The Motion Picture ""One Direction: This Is Us""",one_direction,0.566,0.933,5,-5.709,0,0.127,0.000138,5.63e-06,0.853,0.491,142.902,207787,4,True
530,Best Song Ever - Jump Smokers Remix,one_direction,0.729,0.72,1,-4.775,1,0.0598,0.000277,0.0,0.35,0.622,128.004,188520,4,True
531,Best Song Ever - Kat Krazy Remix,one_direction,0.701,0.878,1,-2.179,1,0.0929,0.107,0.0,0.0666,0.771,127.0,186096,4,True
532,"Kiss You - Live Version From The Motion Picture ""One Direction: This Is Us""",one_direction,0.519,0.934,8,-4.146,1,0.113,0.000825,0.0,0.702,0.457,90.021,267067,4,True
533,One Way or Another (Teenage Kicks),one_direction,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131,157293,4,True
534,One Way or Another (Teenage Kicks) - Sharoque Remix,one_direction,0.653,0.754,5,-6.811,1,0.0408,0.000413,0.00172,0.106,0.16,128.022,187307,4,True
535,One Way or Another (Teenage Kicks) - Instrumental,one_direction,0.569,0.789,0,-3.902,1,0.046,0.00042,0.801,0.0551,0.443,162.01,157000,4,True
536,One Thing - Acoustic,one_direction,0.814,0.295,2,-5.086,1,0.0338,0.443,0.0,0.113,0.575,125.025,182005,4,True
537,Steal My Girl - Acoustic Version,one_direction,0.602,0.59,10,-8.046,1,0.0553,0.199,0.0,0.107,0.62,154.426,227120,4,True
538,Steal My Girl - Live Acoustic Session,one_direction,0.641,0.697,10,-6.136,1,0.0498,0.529,0.0,0.157,0.883,154.489,226773,4,True
539,Night Changes - Live Acoustic Session,one_direction,0.682,0.49,3,-8.158,1,0.0303,0.88,0.0,0.113,0.627,119.924,221051,4,True
540,Perfect - Stripped,one_direction,0.706,0.419,2,-6.5,1,0.0336,0.542,0.0,0.0987,0.27,100.049,232027,4,True
541,What Makes You Beautiful - Live,one_direction,0.585,0.958,8,-5.519,1,0.0987,0.0114,0.0,0.372,0.243,125.013,224427,4,True
542,Gotta Be You - Live,one_direction,0.396,0.707,8,-6.075,1,0.0312,0.276,0.0,0.464,0.446,84.982,240453,4,True
543,More Than This - Live,one_direction,0.349,0.731,0,-6.199,1,0.0342,0.00257,0.0,0.801,0.246,151.996,248427,4,True
544,Up All Night - Live,one_direction,0.504,0.893,0,-5.738,1,0.0501,0.00102,0.0,0.874,0.351,138.935,228413,4,True
545,I Want - Live,one_direction,0.527,0.892,9,-5.291,0,0.0637,0.0112,0.0,0.931,0.488,127.971,186413,4,True
546,You & I - Radio Edit,one_direction,0.581,0.459,1,-6.198,1,0.0287,0.237,0.0,0.107,0.277,131.005,229933,4,True
547,You & I - Duet Version,one_direction,0.589,0.277,1,-9.392,1,0.028,0.082,0.000803,0.0683,0.273,131.05,242147,4,True
548,You & I - Piano Version,one_direction,0.588,0.226,1,-9.362,1,0.0359,0.837,0.0,0.11,0.187,130.704,223798,4,True
549,Home,one_direction,0.42,0.867,9,-5.397,1,0.0853,0.0115,0.0,0.0851,0.63,78.814,194907,4,True
550,Gotta Be You - Steve Smart & Westfunk Remix,one_direction,0.715,0.915,8,-4.565,1,0.052,0.018,0.00145,0.961,0.951,128.012,377373,4,True
551,Gotta Be You - Mojam Remix,one_direction,0.596,0.907,8,-3.249,1,0.0298,0.00656,8.95e-05,0.0916,0.408,124.929,202497,4,True
552,Live While We're Young - Dave Aude Remix,one_direction,0.687,0.776,2,-4.792,1,0.0451,0.00545,1.31e-06,0.0698,0.496,128.026,340000,4,True
553,Live While We're Young - The Jump Smokers Remix,one_direction,0.696,0.792,2,-4.338,1,0.0915,0.0492,0.0,0.481,0.693,125.999,265227,4,True
554,Kiss You - Sharoque Remix,one_direction,0.67,0.855,1,-4.002,0,0.0773,0.00422,0.0,0.463,0.536,127.99,260910,4,True
555,Best Song Ever - WestFunk & Steve Smart Remix,one_direction,0.527,0.885,1,-3.676,1,0.0631,0.0345,0.0,0.376,0.497,125.983,190667,4,True
556,You & I - Big Payno Remix,one_direction,0.494,0.787,10,-4.505,0,0.0826,0.0174,0.0,0.0864,0.265,127.929,202787,4,True
557,Steal My Girl - 88 Ninety's 'Raiders of the Lost Art' Remix,one_direction,0.629,0.83,10,-5.594,0,0.0345,0.000235,0.0183,0.135,0.294,102.998,281533,4,True
558,Steal My Girl - Big Payno & Afterhrs Pool Party Remix,one_direction,0.906,0.57,3,-7.843,1,0.0484,0.00105,0.0291,0.0553,0.538,121.499,320733,4,True
559,Night Changes - Afterhrs Remix,one_direction,0.59,0.585,5,-7.061,0,0.0418,0.283,0.0,0.0811,0.412,123.496,220173,4,True
560,Drag Me Down (feat. LunchMoney Lewis) - Big Payno x AFTERHRS Remix,one_direction,0.711,0.729,8,-4.462,1,0.0822,0.0542,0.0,0.0822,0.363,138.099,189226,4,True
561,Perfect (feat. Matoma) - Matoma Remix,one_direction,0.728,0.7,2,-4.884,1,0.0374,0.0342,0.0,0.191,0.474,100.024,223827,4,True
562,Red Desert,five_sos,0.502,0.829,9,-4.469,1,0.123,0.0193,2.26e-06,0.0553,0.449,133.931,229557,4,True
563,No Shame,five_sos,0.578,0.808,7,-3.018,1,0.0371,0.0176,2.69e-06,0.0962,0.478,90.983,192737,4,True
564,Old Me,five_sos,0.726,0.62,0,-3.752,1,0.0469,0.316,0.0,0.279,0.466,127.9,184667,4,True
565,Easier,five_sos,0.571,0.46,5,-4.173,1,0.251,0.473,0.0,0.107,0.632,176.191,158099,4,True
566,Teeth,five_sos,0.756,0.448,3,-2.993,0,0.0404,0.0508,3.87e-06,0.11,0.431,139.031,204887,4,True
567,Wildflower,five_sos,0.644,0.771,6,-4.331,1,0.0452,0.173,0.0,0.474,0.614,108.988,220536,4,True
568,Best Years,five_sos,0.299,0.722,2,-4.375,1,0.0435,0.331,0.0,0.121,0.444,173.413,190382,4,True
569,Not In The Same Way,five_sos,0.686,0.67,0,-3.322,1,0.0446,0.189,0.0,0.104,0.754,134.948,220606,4,True
570,Lover Of Mine,five_sos,0.317,0.859,11,-2.536,0,0.0538,0.191,0.0,0.151,0.303,93.979,206974,3,True
571,Thin White Lies,five_sos,0.562,0.857,9,-3.115,0,0.0357,0.0162,0.0,0.0864,0.609,149.939,182698,4,True
572,Lonely Heart,five_sos,0.591,0.712,11,-5.555,0,0.0509,0.0433,0.0,0.147,0.267,126.095,204029,4,True
573,High,five_sos,0.483,0.586,2,-3.051,1,0.0383,0.794,0.0,0.154,0.603,169.468,178261,4,True
574,Kill My Time,five_sos,0.494,0.945,0,-3.608,1,0.299,0.0131,2.45e-05,0.135,0.398,178.986,235367,4,True
575,Die A Little,five_sos,0.53,0.72,0,-5.326,0,0.0843,0.0933,0.0,0.205,0.251,150.142,173254,4,True
576,"fuck, i'm lonely (with Anne-Marie)",five_sos,0.805,0.558,9,-6.46,1,0.0648,0.482,0.0,0.0618,0.68,94.997,198973,4,True
577,Severed,five_sos,0.604,0.775,4,-7.509,0,0.034,0.0023,0.0145,0.125,0.413,136.041,243800,4,True
578,Swim Home,five_sos,0.624,0.528,8,-10.128,1,0.0364,0.426,0.0014,0.179,0.341,133.95,186280,4,True
579,Another Summer Night Without You,five_sos,0.514,0.606,9,-7.442,1,0.123,0.455,7.57e-05,0.132,0.205,176.027,158307,4,True
580,Miss U,five_sos,0.642,0.65,1,-4.133,1,0.0602,0.324,0.0,0.111,0.669,157.99,185657,4,True
581,Favorite Drug,five_sos,0.739,0.705,0,-5.304,1,0.0512,0.313,2.93e-05,0.0954,0.394,100.014,209000,4,True
582,Keeping It In The Dark,five_sos,0.54,0.767,8,-6.292,1,0.301,0.0164,0.0,0.131,0.298,185.929,208182,4,True
583,Young Forever,five_sos,0.527,0.835,5,-5.331,1,0.0345,0.0527,0.000445,0.111,0.434,97.063,243995,4,True
584,All That (feat. Jeremih),five_sos,0.788,0.779,5,-3.55,0,0.0402,0.408,0.0,0.157,0.485,130.003,173588,4,True
585,This Baby Don’t Cry,five_sos,0.867,0.757,0,-6.483,1,0.0569,0.011,0.0292,0.11,0.923,150.037,184133,4,True
586,Walk Forever By My Side,five_sos,0.612,0.495,2,-11.338,1,0.0274,0.432,0.15,0.112,0.212,148.062,236757,4,True
587,SLAVES OF FEAR,five_sos,0.403,0.53,2,-9.992,1,0.037,0.00259,0.461,0.111,0.0501,128.013,293333,4,True
588,All Your Life,five_sos,0.431,0.216,3,-14.813,1,0.0507,0.95,0.0054,0.0755,0.275,178.606,265240,4,True
589,Culture,five_sos,0.57,0.976,9,-4.742,0,0.0644,0.0403,1.08e-06,0.364,0.522,154.025,193427,4,True
590,Still Want To Be Here,five_sos,0.479,0.779,7,-8.25,1,0.0636,0.33,0.132,0.246,0.224,132.04,232920,4,True
591,Ordinary World (feat. White Sea),five_sos,0.26,0.601,1,-7.508,0,0.0485,0.108,0.0,0.354,0.291,159.482,245739,4,True
592,Intro - Live,five_sos,0.264,0.571,7,-11.898,1,0.0722,0.1,0.412,0.961,0.385,95.998,86972,4,True
593,Babylon - Live,five_sos,0.461,0.867,2,-3.667,0,0.039,0.000689,0.0,0.714,0.381,95.976,210333,4,True
594,Talk Fast - Live,five_sos,0.542,0.963,11,-3.344,0,0.0766,0.00436,0.0,0.256,0.689,146.006,200572,4,True
595,Moving Along - Live,five_sos,0.574,0.955,2,-4.042,1,0.0776,0.00225,0.0,0.751,0.601,149.934,246441,4,True
596,She's Kinda Hot - Live,five_sos,0.584,0.967,4,-3.406,1,0.0692,0.0051,0.0,0.658,0.685,118.05,208064,4,True
597,Waste The Night - Live,five_sos,0.406,0.91,2,-4.895,1,0.202,0.0173,0.0,0.633,0.208,150.05,331235,4,True
598,More - Live,five_sos,0.559,0.932,6,-4.014,0,0.0536,0.000492,0.0,0.506,0.38,92.006,210556,4,True
599,Better Man - Live,five_sos,0.615,0.908,9,-4.436,0,0.052,0.00131,0.0,0.641,0.676,97.986,209952,4,True
600,If Walls Could Talk - Live,five_sos,0.589,0.9,4,-4.272,0,0.0503,0.00211,8.67e-05,0.922,0.467,121.984,207774,4,True
601,Ghost Of You - Live,five_sos,0.303,0.573,10,-8.969,1,0.0844,0.376,0.0,0.459,0.226,93.65,387102,3,True
602,Amnesia - Live,five_sos,0.549,0.769,0,-6.68,1,0.0428,0.0374,0.0,0.898,0.304,101.962,256156,4,True
603,The Only Reason - Live,five_sos,0.314,0.882,0,-4.793,1,0.169,0.0146,0.0,0.857,0.288,166.961,230914,4,True
604,Lie To Me - Live,five_sos,0.282,0.597,0,-6.668,1,0.0431,0.246,0.0,0.592,0.395,79.163,238656,4,True
605,Why Won’t You Love Me - Live,five_sos,0.38,0.803,9,-6.284,1,0.149,0.0281,0.0,0.462,0.143,136.887,447815,4,True
606,Valentine - Live,five_sos,0.49,0.852,1,-3.946,0,0.0397,0.0206,0.0,0.66,0.435,94.021,261245,4,True
607,Meet You There - Remix / Live,five_sos,0.542,0.967,6,-5.078,0,0.104,2.69e-05,0.665,0.492,0.101,132.966,162991,4,True
608,Jet Black Heart - Live,five_sos,0.445,0.944,11,-3.687,0,0.0716,0.00061,0.0,0.469,0.397,153.998,244985,4,True
609,Want You Back - Live,five_sos,0.21,0.882,0,-6.797,1,0.156,0.0316,0.00743,0.713,0.0916,96.998,431777,4,True
610,She Looks So Perfect - Live,five_sos,0.401,0.957,9,-4.904,1,0.178,0.0005,0.0,0.726,0.491,159.918,266372,4,True
611,Youngblood - Live,five_sos,0.521,0.946,6,-5.047,0,0.0714,0.000437,0.0,0.362,0.0715,120.0,390623,4,True
612,Youngblood,five_sos,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4,True
613,Want You Back,five_sos,0.61,0.856,0,-4.918,1,0.0453,0.00787,0.0,0.203,0.51,98.043,173073,4,True
614,Lie To Me,five_sos,0.633,0.478,0,-5.571,1,0.0359,0.0115,0.0,0.103,0.692,159.951,150467,4,True
615,Valentine,five_sos,0.746,0.767,1,-2.907,0,0.0374,0.0601,1.07e-05,0.0859,0.773,94.007,196628,4,True
616,Talk Fast,five_sos,0.803,0.719,4,-3.354,1,0.0474,0.0318,2.88e-05,0.0742,0.608,145.983,187235,4,True
617,Moving Along,five_sos,0.713,0.829,11,-4.297,0,0.203,0.00529,0.0,0.221,0.845,149.996,197518,4,True
618,If Walls Could Talk,five_sos,0.588,0.79,4,-4.762,0,0.0776,0.00879,0.0,0.0954,0.499,121.899,182292,4,True
619,Better Man,five_sos,0.676,0.863,0,-3.924,1,0.0828,0.0674,0.0,0.0616,0.529,98.039,189630,4,True
620,More,five_sos,0.577,0.863,7,-3.613,1,0.0374,0.000979,0.0,0.0989,0.182,92.039,194128,4,True
621,Why Won’t You Love Me,five_sos,0.613,0.78,5,-3.771,1,0.0344,0.000455,0.0,0.124,0.333,135.122,200606,4,True
622,Woke Up In Japan,five_sos,0.677,0.863,7,-3.785,1,0.109,0.0119,0.0,0.146,0.647,126.909,157002,4,True
623,Empty Wallets,five_sos,0.591,0.709,1,-4.324,0,0.0431,0.0123,0.0,0.338,0.441,188.073,187651,4,True
624,Ghost Of You,five_sos,0.458,0.561,10,-4.819,1,0.0269,0.0965,0.0,0.156,0.206,149.875,197411,3,True
625,Monster Among Men,five_sos,0.495,0.678,0,-4.627,1,0.0583,0.0918,0.0,0.078,0.475,166.105,192332,4,True
626,Meet You There,five_sos,0.728,0.711,6,-5.047,0,0.0701,0.00985,3.2e-06,0.254,0.693,132.915,190855,4,True
